GO:0006352+DNA-templated transcription, initiation	121504,23054,2959,2972,51773,55290,554313,57106,6872,6874,6877,6878,6879,6881,6883,6884,6925,8294,8359,8360,8361,8362,8363,8364,8365,8366,8367,8368,8370,8467
GO:0006353+DNA-templated transcription, termination	10419,1660,22803,23064,5430,6606,6607,7270,7978,8458
GO:0006354+DNA-templated transcription, elongation	6919,80237
GO:0006355+regulation of transcription, DNA-templated	100131017,100132396,100289678,100316904,100505852,100506243,100533646,10084,10127,10196,10214,10260,102723796,10302,10307,10336,10346,10363,10389,10450,10498,10499,1051,10514,10661,10732,10745,10772,10782,10795,10891,10902,110116772,11016,1107,11143,11156,11166,11176,11178,11200,11262,11281,113835,114821,117154,121643,124751,126231,127665,129025,130916,132243,132660,133522,135,1382,1386,1387,1390,1406,140883,144108,146542,147660,147947,148203,148206,158800,1602,1613,1616,162979,162998,163131,1649,1748,1785,1811,1827,1831,1869,1952,196,1993,2022,2033,2099,2100,2101,2103,2104,2130,2146,2202,221037,22809,2296,23085,23090,2334,23421,23439,23509,23522,23528,23598,23613,23619,23635,23660,2494,25,2521,253461,255403,256297,25888,25937,25988,2626,26292,26581,27125,27164,2738,2804,280657,280658,280659,280660,284323,284459,29072,2908,29115,2969,29946,30009,3005,3006,3007,3008,3009,3010,3024,3054,3059,30813,30827,3090,3091,3094,3159,3175,3184,3211,3217,322,323,3239,326,3275,3276,3299,333929,341567,342892,342909,3481,3547,3607,3622,3630,3643,3660,373861,374928,388112,388523,388559,388561,388566,389692,3899,390598,399,3992,4010,404635,406,4066,4208,4213,4286,4291,4299,430,4302,4303,4330,4602,463,4661,4664,4665,468,4773,4774,4783,4791,4800,4801,4802,4824,4849,4851,4853,4904,4968,50809,50862,50943,50945,51008,51022,51085,51105,51176,51222,51276,51282,51341,51442,51450,5151,51593,51684,51701,5201,5204,5245,5308,5309,5324,53335,5371,5387,5430,54345,54386,5449,54496,54581,546,5460,5462,54799,54816,548313,54904,55145,5515,55170,5518,55206,55502,55536,55553,55609,55634,55636,55749,55791,55806,5588,55893,56242,56254,56341,56731,56832,56924,56938,56946,571,57109,57167,57232,57506,57541,57623,57645,57659,57713,57786,57805,58160,58525,5925,59348,5970,5978,5991,6018,60313,60436,60468,6049,6095,6096,6128,6239,6248,6297,6299,6322,6399,64321,64324,643641,646864,646915,64919,6495,650,65056,652991,6591,6595,6596,65982,6618,6656,6657,6658,6659,6664,6665,6666,6667,6670,6736,6756,6757,6758,6759,676,6774,6827,6830,6872,6877,6881,6917,6920,6929,6932,6934,6936,694,6942,6945,7021,7046,7090,7110,7112,7157,7182,727837,728642,7289,729944,730291,7332,7335,7428,7468,7490,7539,7542,7549,7555,7567,7570,7581,7584,7586,7587,7589,7593,7596,7608,7625,7638,7690,7693,7694,7697,7702,7705,7710,7741,7755,7756,7764,7766,7771,7776,7799,79101,79366,7942,79685,79753,7978,79816,7988,79923,80139,80298,8079,8085,8091,811,8216,8227,8295,8324,83439,83482,83595,83746,83879,83933,8403,84146,84164,8427,84456,84503,84504,84547,8463,8464,84654,84759,84808,84905,84916,8521,8522,85403,85508,8553,8570,864,8721,8819,8861,8880,8971,8975,8986,8994,90649,9070,90826,91,91074,91133,9124,92285,9252,93,9325,9326,9337,9392,94,9406,9439,9479,9496,9500,9569,9575,9604,9619,9633,9686,9726,984,9915,9935,9975,9988
GO:0006356+regulation of transcription by RNA polymerase I	5440,5441,5469,7343,9013
GO:0006357+regulation of transcription by RNA polymerase II	10001,10009,100101467,10011,100129543,100129842,100130302,100131390,100131539,100131827,100131980,100132074,100170841,10025,100287226,100289635,100293516,100381270,100506888,10106,101060200,10168,10172,10194,10217,10224,1026,10265,10272,10284,10308,10362,10365,10370,10379,1044,1045,1046,10474,10520,10521,10522,105378952,1054,10553,10600,10629,10661,10691,10765,10773,10780,10781,10782,10793,10794,107983955,1081,1082,10838,10847,10856,10865,10902,10923,109504726,11016,110354863,1105,1106,11063,1107,1108,11105,1112,11166,11169,11177,11179,11267,11278,11279,11281,112950,112970,113835,114026,114034,114991,115196,115509,115950,116071,116113,116115,1164,116412,116448,116931,117143,117154,118471,118472,120237,121274,121340,121549,121599,121643,124411,124961,125893,125919,126017,126068,126069,126070,126208,126295,126375,127396,127540,127665,128209,128408,128553,129025,130557,1316,133746,134187,135935,136051,136259,138474,1386,1389,139324,139628,139735,1398,140467,140612,140685,140883,1432,144348,146050,146540,147657,147658,147686,147687,147694,147741,147807,147837,147923,147929,147948,147949,148103,148156,148198,148213,148254,148266,148268,149076,150921,1523,152687,152815,155054,158399,158431,158586,158800,1609,162239,162655,162699,1628,162962,162963,162966,162967,162972,162993,163033,163049,163051,163059,163071,163081,163087,163115,163223,163227,163255,163732,1655,1660,168374,168417,168451,168544,168850,169270,169841,170067,170825,170958,170960,171017,1745,1746,1747,1748,1749,1750,1831,1893,1956,1958,195828,1959,196,1960,1961,196528,197320,197407,199692,1997,199704,199745,199777,1998,1999,20,2000,2001,2002,200350,2004,2005,201514,201516,2016,2018,2019,2020,2034,203523,204219,205717,2064,2077,2078,2099,2113,2114,2115,2116,2117,2118,2119,2120,2122,2186,219749,220202,221527,221785,221833,222546,222696,22806,22809,22834,22835,22847,22850,22869,22877,22906,22926,22938,2296,2297,2298,2299,22992,22993,2300,2301,23028,2303,2304,23040,2306,23060,2307,23081,2309,23099,23125,23126,2313,23144,23211,23269,23361,23389,23394,23440,2353,2355,23589,23619,23660,2521,252884,253639,253782,254065,254251,2551,2553,256051,257,257101,25799,25803,25833,25909,25925,25946,26009,26040,26048,26122,26149,26152,26205,26287,26298,2636,26468,2648,26610,266743,26959,26974,27000,27022,27023,27063,27086,27107,27153,27164,27287,27300,27319,27324,27336,2738,2739,282890,283078,283150,283248,284306,284307,284309,284312,284346,284349,284355,284370,284371,284390,284391,284406,284443,284459,285267,285268,285346,285349,285676,285971,285989,286075,286128,286380,286527,28999,29028,29068,29079,29117,2928,2966,2971,29777,29841,29842,29855,29915,29947,29994,30012,3065,307,30813,30818,30827,30832,3091,3097,3104,3110,3142,3146,3148,3149,3150,3167,3169,3170,3171,3172,3174,3207,3209,3222,3223,3225,3228,3231,3237,3238,3329,3344,338917,339318,339324,339327,339488,339500,339559,3400,340252,340260,340385,340784,342132,342357,342900,342908,342909,342926,342933,342945,3431,343472,344022,344167,344191,344787,345462,346157,346171,347344,347853,348,348327,348825,349075,349334,353088,353274,353355,360023,360030,3607,3624,3726,3727,374655,374879,374899,376940,3815,387,387032,387332,388112,388507,388536,388558,388567,388569,388962,389058,389114,389136,390010,390259,390927,390980,3975,399823,400569,400713,400720,403341,404281,404635,4066,4088,4150,429,4298,430,4300,4306,431707,4331,440077,440097,440515,440519,440695,441234,442319,442425,4435,4520,4605,4609,4610,4613,4617,4618,4654,468,473,4738,4761,4762,4775,4778,4800,4801,4802,4807,4808,4839,4841,4848,4861,4869,4899,493,49854,503582,503834,503835,50485,5066,50805,51003,51027,51078,51085,51087,51157,51176,51224,51230,51270,51274,51333,51351,51412,51427,51442,51450,51513,51545,51586,51621,51710,51742,5216,5308,5341,54014,54457,5453,5454,54542,5456,5462,5467,5468,54729,54738,54753,54796,54797,54807,54811,54816,54856,54870,54897,54923,54925,54989,54993,55023,55071,55090,55140,55205,55212,55250,55257,55269,55279,552900,55311,55320,55422,55552,55578,55609,55628,55659,55663,55713,5573,55734,55758,55762,55769,55786,5579,55796,55809,5585,55854,55888,55892,55893,55900,56033,5612,56242,56676,56751,56906,56938,56943,56956,56977,56978,56979,56980,56987,57018,5705,57116,57169,57209,5724,57335,57336,57473,57474,57492,57541,57547,57567,57573,57585,57592,57615,57616,57670,57677,57684,57693,57711,57786,57798,57822,57862,58158,58160,58190,58486,58487,58492,58500,58524,58525,5885,5926,59269,5932,59335,5989,5990,5991,5992,5993,6046,619279,6294,63876,63925,63934,63946,63947,63948,63950,63951,63973,64067,641339,64211,64215,642819,64288,64318,64344,643836,644168,644524,646,646698,64710,64718,647219,6474,64763,64843,64864,649137,6492,6493,65243,653404,653427,654254,654483,6595,6597,6598,65988,6599,66008,6601,6602,6603,6604,6605,6621,6648,6658,6663,6665,6666,6667,6668,6670,6671,668,6688,6689,672,6720,6749,677,6773,6774,6776,6777,6778,678,6827,6829,6837,687,6871,6878,6879,688,6884,6886,6887,6894,6899,6907,6908,6921,6924,6926,6927,6928,6932,6934,6935,6938,6939,6940,6941,6945,7004,7005,7008,7013,7014,7020,7021,7022,7023,7024,7026,7027,7039,7067,7071,7073,7124,727857,727940,728116,728340,728656,728927,728929,728957,7290,729288,7294,729747,730051,730087,730394,731220,7342,7343,7350,7391,7422,745,7490,7528,7539,7543,7544,7549,7551,7552,7553,7556,7559,7561,7562,7564,7565,7566,7567,7568,7569,7570,7571,7574,7576,7579,7580,7581,7582,7584,7586,7587,7592,7594,7596,7597,7617,7620,7621,7625,7626,7627,7629,7633,7634,7637,7638,7639,7643,7644,7652,7673,7675,7678,7691,7692,7694,7697,7700,7701,7702,7705,7710,7711,7716,7718,7733,7738,7745,7746,7748,7750,7752,7755,7757,7760,7761,7762,7768,7769,7770,7772,7773,7775,7776,7789,79027,79050,79084,79088,790969,7913,79149,79175,79177,79190,79191,79230,79364,79413,79673,79692,79718,79724,79725,79744,79788,79797,79809,79811,79818,79830,79862,7988,79891,79894,79923,79943,79973,79977,80032,80095,80108,80110,80152,8019,80264,80314,80320,80345,8061,80714,80764,80778,80818,80829,81628,81669,817,81856,8187,81931,8289,83439,83591,83741,83744,83855,83990,84107,84124,84146,84159,84215,8427,84307,8433,84330,84436,84449,84450,84525,84527,84528,8456,84614,8462,84622,84627,8464,8467,84671,84684,8473,84765,84775,84838,84868,84874,84878,84891,84905,84911,84914,84922,84924,8518,8538,85416,85460,85474,8548,86,8607,8609,8725,8804,8812,8820,8848,892,89887,90075,902,90233,9031,90316,90317,90321,90326,90333,90338,904,90441,905,90576,90589,90592,90594,90655,90665,90827,90874,9095,90987,91120,91392,91464,91661,91664,91748,92002,9202,9203,9205,9208,9209,92283,9232,92595,9278,9282,92822,92999,9310,93134,9314,93166,93349,93474,93624,9391,94039,9412,9422,94234,9439,9440,9441,9442,9443,9477,9496,9500,9516,9569,9575,9586,9604,9640,9658,9667,9668,9726,9753,9757,9760,9819,9831,9849,9877,9878,9880,9889,9923,9968,9969
GO:0006359+regulation of transcription by RNA polymerase III	10178,10621,10622,10623,170506,25850,55290,672,7629,7702
GO:0006360+transcription by RNA polymerase I	2965,7343,9013,9015,9533
GO:0006361+transcription initiation from RNA polymerase I promoter	1022,10849,2068,2071,221830,25885,284119,2965,2966,2967,2968,30834,404672,4331,5434,5435,5437,5440,5441,54700,5595,64425,6908,730092,7343,79101,84172,9013,9014,9015,902,9533
GO:0006362+transcription elongation from RNA polymerase I promoter	2074,404672
GO:0006363+termination of RNA polymerase I transcription	1022,10849,2068,2071,221830,25885,284119,2965,2966,2967,2968,30834,404672,4331,5434,5435,5437,5440,5441,64425,6908,7270,7343,79101,84172,9013,9014,9015,902,9533
GO:0006364+rRNA processing	10171,10199,10200,10360,10412,10436,10438,10521,10528,10607,10775,10813,10885,10969,11056,11103,11340,118460,120379,134430,1736,2091,22803,22894,22984,23016,23076,23160,23195,23246,23378,23404,23411,23481,23517,2483,25879,25926,26168,27042,27043,27340,27341,28987,29960,29997,317781,3669,404672,4809,4931,5036,50628,51010,51013,51018,51077,51096,51118,51119,51154,51202,51367,51575,51602,51729,5393,5394,54059,54512,54555,54606,54663,54853,54881,55011,55035,55127,55272,55636,55646,55661,55759,55813,56915,57050,57109,57418,57647,5822,6023,6041,6125,6129,6135,6154,6155,6165,6187,6194,6201,6203,6208,6209,6217,6218,6223,6229,6232,6234,64282,65083,6839,705,79050,79159,79707,79863,80135,81875,81887,84128,84135,84916,8568,8602,88745,9045,90459,9136,91695,9188,9221,9277,92856,9724,9775,9790
GO:0006366+transcription by RNA polymerase II	10002,10025,10153,1022,1025,10302,10379,1045,1050,1051,1052,10522,10629,10725,10732,10915,10987,11036,11077,11108,11198,11243,11281,11319,117154,123169,138474,1385,142,1602,162699,169792,1810,1840,1855,1856,1958,1959,196,1999,2001,2034,2068,2071,2074,2099,2115,22916,2301,23168,23435,2353,2354,23650,23764,246721,254251,2551,25819,25850,25920,26015,26205,2623,2625,26257,2626,2627,26298,26584,27033,27097,27125,27316,29079,2908,2957,2958,2959,2960,2961,2962,2963,2965,2966,2967,2968,2969,29777,3091,3131,3239,3298,340069,3651,3659,3661,3665,3725,387332,3975,404672,408,409,4094,4149,4152,4212,4297,4298,4300,4303,4331,4335,463,468,4686,474,4772,4775,4776,4779,4780,4782,4783,4784,4790,4798,4799,4800,4825,4901,4904,5075,5076,5077,5079,5080,51043,51087,51176,51224,51497,51513,51616,51621,5316,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,5449,5450,5452,5456,5460,54623,54738,548644,54892,55509,55677,55840,55870,57661,579,58506,6239,64344,6473,659,6618,6619,6621,6660,6722,6749,6827,6829,6830,6872,6873,6874,6875,6877,6878,6879,688,6880,6881,6882,6883,6884,6886,689,6908,6917,6921,6923,6924,7021,7041,7067,7110,7391,7392,7469,7494,7695,7700,7702,7707,7716,7753,7913,7936,79577,79724,80237,80349,8061,80714,8092,8148,8178,8328,83860,84458,8456,8462,8464,8521,85403,8543,8544,864,865,8731,8732,8805,8812,8848,8861,8880,9013,9015,902,904,905,9111,9150,9188,9232,9242,9247,9314,9318,9319,9321,9421,9477,9519,9569,9586,9603,9611,9646
GO:0006367+transcription initiation from RNA polymerase II promoter	10001,10002,10025,10062,10155,1019,1022,1024,1025,1026,10413,10629,10891,11036,112950,126382,138474,1387,1490,1870,1871,190,2063,2068,2071,2099,2100,2101,2103,2104,22938,2494,2516,25937,2649,29079,2908,2957,2958,2959,2960,2961,2962,2963,2965,2966,2967,2968,2969,29959,29982,3164,3172,3174,3516,367,404672,4150,4204,4306,4331,4851,4853,4854,4855,4878,4929,51003,51586,51616,5241,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,5465,5467,5468,5469,55534,5728,581,5914,5915,5916,595,6095,6096,6097,6256,6257,6258,6662,6872,6873,6874,6875,6877,6878,6879,6880,6881,6882,6883,6884,6908,6910,6925,7003,7004,7005,7025,7067,7068,7101,7181,7182,7376,7421,7596,8013,8148,81857,83860,84246,8431,84441,8463,8493,860,865,8850,8856,892,902,90390,9282,9439,9440,9441,9442,9443,9477,9572,9794,9862,9967,9968,9969,9970,9971,9975
GO:0006368+transcription elongation from RNA polymerase II promoter	1022,1025,11047,11198,123169,162699,2068,2071,22916,22936,23168,25920,26610,27125,29072,2962,2963,2965,2966,2967,2968,404672,4298,4300,4331,4686,51224,51497,51755,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,54623,55140,55193,55250,55677,55795,55840,56943,6663,6749,6827,6829,6830,6917,6921,6923,6924,7469,7936,79577,80237,80349,8178,84337,8518,85403,8621,8812,902,904,905,9150,9646
GO:0006369+termination of RNA polymerase II transcription	10898,10914,10978,11051,134353,1477,1478,1479,22828,22916,23064,23283,25888,29101,29894,4150,4686,51585,51692,53981,54797,55339,6628,6634,6635,6636,6637,7884,79869,8106,81608,8189,8458,84967
GO:0006370+7-methylguanosine mRNA capping	1022,2068,2071,22916,23070,2962,2963,2965,2966,2967,2968,404672,4331,4686,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,55421,55783,6829,83640,8731,8732,902
GO:0006376+mRNA splice site selection	10658,10659,10772,11189,22889,23064,51631,51747,55692,56853,58155,60677,60680,6426,6430,6431,8683,8996,91746
GO:0006378+mRNA polyadenylation	10768,10914,10978,11051,123169,1478,1479,22828,23144,26986,29101,2926,29894,351,51585,51692,53981,54623,55149,55339,56903,64282,64852,64895,79577,80336,81608,8189
GO:0006379+mRNA cleavage	1479,2081,30834,51585,51692,53981,5438,6038
GO:0006382+adenosine to inosine editing	103,104,105,131870,132612,161931,56339
GO:0006383+transcription by RNA polymerase III	10621,10622,10623,10625,11128,112495,171568,25850,27297,2971,2972,2975,2976,51728,5434,5435,5437,5440,5441,55703,55718,661,6618,6619,6621,6738,6908,7702,84265,9328,9329,9330,9533
GO:0006384+transcription initiation from RNA polymerase III promoter	10302,171568,27297,2972,2975,9329
GO:0006386+termination of RNA polymerase III transcription	51728
GO:0006388+tRNA splicing, via endonucleolytic cleavage and ligation	10978,116461,1653,283989,339487,51493,51637,80746,83707
GO:0006390+mitochondrial transcription	130916,133522,2309,51001,5442,56652,6182,64216,7019,79736,84275
GO:0006391+transcription initiation from mitochondrial promoter	5442,64216,7019
GO:0006392+transcription elongation from mitochondrial promoter	79736
GO:0006393+termination of mitochondrial transcription	7978,80298
GO:0006396+RNA processing	100033413,100033414,100033415,100033416,100033417,100033418,100033419,100033420,100033421,100033422,100033423,100033424,100033425,100033426,100033427,100033428,100033429,100033430,100033431,100033432,100033433,100033434,100033435,100033436,100033437,100033438,100033439,100033440,100033441,100033442,100033443,100033444,100033445,100033446,100033447,100033448,100033449,100033450,100033451,100033453,100033454,100033455,100033456,100033458,100033460,100033603,100033799,100033800,100033801,100033802,100033803,100033804,100033805,100033806,100033807,100033808,100033809,100033810,100033811,100033812,100033813,100033814,100033815,100033816,100033817,100033818,100033821,100033822,100036563,100036564,100036565,100036566,100113379,100113380,100113381,100113382,100113384,100113389,100113391,100113392,100113393,100113402,100124516,100124534,100124535,100124536,100124537,100124538,100124539,100124540,100124541,100158262,100302143,100302234,100302743,100337591,100379132,100379141,100379250,100500918,100506409,100847052,100873856,100873857,101340250,101340251,101340252,10180,10181,101926996,10199,102466864,103,104,104266958,104472715,10492,105,10521,10659,106633801,106633804,107397391,107397392,109616958,109616959,109616960,109616961,109616962,109616963,109616964,109616965,109616966,109616967,109616968,109616969,109616970,109616972,109616973,109616974,109616976,109616977,109616978,109616979,109616980,109616981,109616982,109616983,109616984,109616985,109616986,109616987,109616988,109616989,109616990,109616992,109616993,109616994,109616995,109616996,109616997,109616998,109616999,109617000,109617001,109617003,109617004,109617005,109617006,109617007,109617008,109617009,109617010,109617011,109617012,109617013,109617014,109617015,109617016,109617017,109617018,109617019,109617020,109617021,109617022,109617023,109617024,109617025,109623459,109623460,109623469,109623480,11030,11100,11218,114599,114655,116936,116937,116938,125144,130951,132612,161931,162989,1659,1736,196441,1996,22803,23064,24144,25826,26747,26765,26766,26767,26768,26769,26770,26771,26772,26773,26774,26775,26776,26777,26778,26779,26780,26781,26782,26783,26784,26785,26786,26787,26788,26789,26790,26791,26792,26793,26795,26796,26797,26798,26799,26800,26801,26802,26804,26805,26806,26807,26808,26809,26810,26811,26812,26813,26814,26815,26816,26817,26818,26819,26820,26821,26822,26843,26851,27037,283596,29102,3184,3185,3187,3189,3190,3191,319103,319139,3192,338427,338428,338429,338433,339,347686,347745,347746,4857,51574,55323,57018,574040,574042,5935,5936,5937,5939,594837,594838,594839,595097,595098,595099,595100,6043,6044,606500,6079,6080,6082,6083,619383,619498,619499,619505,619562,619563,619564,619565,619567,619568,619569,619570,6310,636,641451,641648,65080,652965,652966,654319,654320,654321,654322,677679,677681,677763,677765,677766,677767,677768,677769,677770,677771,677772,677773,677774,677775,677776,677777,677778,677780,677781,677792,677793,677794,677795,677796,677797,677798,677799,677800,677801,677802,677803,677804,677805,677806,677807,677808,677809,677810,677811,677812,677813,677814,677815,677816,677817,677818,677819,677820,677821,677822,677823,677824,677825,677826,677827,677828,677829,677830,677831,677832,677833,677834,677835,677836,677837,677838,677839,677840,677841,677842,677843,677844,677845,677846,677847,677848,677849,677850,677882,677885,684959,692053,692057,692058,692063,692072,692073,692075,692076,692084,692085,692086,692087,692088,692089,692090,692091,692092,692093,692106,692107,692108,692109,692110,692111,692148,692149,692157,692158,692195,692196,692197,692198,692199,692200,692201,692202,692203,692204,692205,692206,692207,692208,692209,692210,692211,692212,692213,692214,692215,692223,692225,692227,692229,692233,692234,692235,727676,727708,728606,767563,767564,767565,767566,767567,767568,767569,767577,767578,767579,767580,767581,767582,767583,767584,767585,767588,767589,767590,767591,767592,767593,767594,767595,767596,767597,767598,767599,767600,767603,767604,767605,767606,767608,767609,767610,767611,767612,780851,780852,780853,780854,79039,8106,8123,83857,8446,84546,84973,85028,85388,85389,85390,8634,8732,8761,8944,9128,91380,9297,9298,9299,9300,9301,9302,9304,9410,94161,94162,94163,9584,9984
GO:0006397+mRNA processing	10147,10150,10236,10262,10284,10291,103,104,105,10594,10595,10656,10657,10658,10713,10891,10930,10946,10949,10992,11044,11051,11052,11129,11319,11338,116461,140890,144983,146713,151987,1665,167153,1996,201626,202559,221662,22803,22927,22944,22984,22985,23076,23091,23210,2332,2334,23435,23543,23658,246175,255967,25819,25962,26993,26995,27254,27257,27258,282996,283989,284695,285367,285672,29890,29974,3181,3297,339,378948,3958,403314,4154,474381,474382,4841,494115,51202,51329,51755,54033,54439,54715,54845,54890,54998,550643,5511,55119,55131,55147,55544,5566,55677,55702,55796,56339,5725,57379,57661,57805,58506,58517,5930,6041,60493,64062,6421,6426,6427,6429,6430,6432,64506,6651,676,677,6830,708,7307,7737,79042,79810,80746,8175,8227,8241,83740,83989,84081,84530,8458,8487,84967,8559,8570,8683,8882,90826,9129,91603,9169,92906,9295,9343,9406,9444,9541,9584,9589,9924,9967,9991
GO:0006398+mRNA 3'-end processing by stem-loop binding and cleavage	134353,25888,51692,53981,7884
GO:0006399+tRNA metabolic process	112487,92675
GO:0006400+tRNA modification	10785,129450,142940,16,1787,221078,24140,4234,54522,54802,54888,54901,54974,55621,55623,57505,57604,6741,81890,83480,9836
GO:0006401+RNA catabolic process	10535,22803,23016,23517,246243,27044,3184,3669,4939,51092,5511,56164,6036,6037,6039,6499,6832,79621,84153,8635,87178,8761
GO:0006402+mRNA catabolic process	131870,167227,1797,192669,192670,2081,22882,25904,3303,3304,339345,342618,56339,57721,6050,678,7538,79066,8570,87178
GO:0006403+RNA localization	24148
GO:0006404+RNA import into nucleus	7175
GO:0006405+RNA export from nucleus	10189,10212,10250,10482,10569,10921,11338,1977,199746,22794,22916,26097,3178,4116,4686,4928,51362,55110,57187,6426,6427,6428,6429,6430,6431,6432,65109,7175,7307,7919,79228,80145,84271,84321,84324,8563,8683,9295,9775,9785,9877,9939,9984
GO:0006406+mRNA export from nucleus	100101267,10189,10212,10250,10482,10569,10762,10898,10921,11097,11269,11338,129401,1977,1984,199746,22794,22916,23049,23165,23225,23279,23293,23381,23511,23636,26019,26097,2733,29107,29118,29890,29894,3087,3181,3267,348995,4116,4686,4927,4928,51362,51692,53371,53981,54890,55110,55339,55706,55746,55998,56000,56001,57122,57187,5903,5976,6426,6427,6428,6429,6430,6431,6432,65109,7175,728343,7307,7884,79023,7919,79228,79902,80145,8021,8086,81608,8189,81929,84248,84271,84321,84324,8480,8563,8683,8888,91746,9295,9631,9688,9775,9785,9818,9877,9883,9887,9939,9972,9984
GO:0006407+rRNA export from nucleus	3921,4869,7248
GO:0006408+snRNA export from nucleus	22916,51808
GO:0006409+tRNA export from nucleus	11260,5901,65083,6741
GO:0006412+translation	100132147,100288805,10056,101927468,103091866,10318,10573,10643,10767,10985,10987,11222,11224,113251,116832,122704,124995,128308,132864,140032,140801,158078,1615,1725,1915,1917,1956,1979,1981,200916,207,22849,23,23438,23521,23708,25873,25929,2678,2679,2686,2687,27161,284029,28973,28977,28998,29074,2935,3035,3508,3921,438,440570,4736,51021,51023,51065,51067,51081,51187,51253,51258,51264,51318,51373,51650,5188,54460,55005,55133,55168,553117,5610,60558,6122,6123,6124,6125,6128,6129,6130,6132,6133,6134,6135,6136,6137,6138,6139,6141,6142,6143,6144,6146,6147,6150,6152,6154,6155,6156,6157,6158,6159,6160,6161,6164,6165,6166,6167,6168,6169,6170,6171,6173,6175,6176,6181,6183,6187,6188,6189,6191,6192,6193,6194,6199,6201,6202,6203,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,6238,6301,63931,64146,644338,64506,645683,64745,64960,64963,64968,64975,64979,64981,64983,65003,65005,6664,6897,728441,7453,78988,80315,84545,8761,9045,92259,92399,9349
GO:0006413+translational initiation	10209,10289,10480,10605,10987,11224,123263,1654,1964,1965,1967,1968,1973,1974,1975,1977,1981,1982,1983,220064,23367,23521,253314,25873,26986,27161,27335,317649,3646,3692,3921,4736,51386,54505,56919,6059,6122,6124,6125,6128,6129,6130,6132,6133,6134,6135,6136,6137,6138,6139,6141,6142,6143,6144,6146,6147,6152,6154,6155,6156,6157,6158,6159,6160,6161,6164,6165,6167,6168,6169,6170,6171,6173,6175,6176,6181,6187,6188,6189,6191,6192,6193,6194,6201,6202,6203,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,728689,7311,7458,83939,84285,8661,8662,8663,8664,8665,8666,8667,8668,8669,8672,8890,8891,8892,8893,8894,9045,9086,9349,9470,9669
GO:0006414+translational elongation	10102,10767,158078,1915,1917,1933,1936,1937,1938,29904,54676,60678,6176,6181,7284,79631,80325,9567
GO:0006415+translational termination	327,54516,6059,91574,9617
GO:0006417+regulation of translation	10985,11187,136319,143689,149986,1977,207,208,22794,2309,23173,23191,23369,253314,25929,25983,26065,2872,29118,2915,317649,326,342977,351,3658,4116,440822,48,5036,51123,51204,55037,55571,57472,5935,6134,6169,6208,6311,64215,6949,7248,83759,83939,84324,84541,8550,8569,8890,9148,9221,9271,9444,9939
GO:0006418+tRNA aminoacylation for protein translation	10352,10667,16,1615,2058,23395,23438,2617,27068,3035,3376,3735,4141,4677,51067,51520,5464,54938,55157,55699,57038,5859,5917,6301,6897,7407,7453,7965,833,8565,9255,92935,9521
GO:0006419+alanyl-tRNA aminoacylation	16,57505,80755
GO:0006420+arginyl-tRNA aminoacylation	55152,57038,5917
GO:0006421+asparaginyl-tRNA aminoacylation	4677,79731
GO:0006422+aspartyl-tRNA aminoacylation	1615
GO:0006423+cysteinyl-tRNA aminoacylation	79587,833
GO:0006424+glutamyl-tRNA aminoacylation	124454,2058
GO:0006425+glutaminyl-tRNA aminoacylation	51520,5859
GO:0006426+glycyl-tRNA aminoacylation	2617
GO:0006427+histidyl-tRNA aminoacylation	23438,3035
GO:0006428+isoleucyl-tRNA aminoacylation	3376,55699
GO:0006429+leucyl-tRNA aminoacylation	23395,51520
GO:0006430+lysyl-tRNA aminoacylation	3735
GO:0006431+methionyl-tRNA aminoacylation	4141,92935
GO:0006432+phenylalanyl-tRNA aminoacylation	10056,10667,2193
GO:0006433+prolyl-tRNA aminoacylation	2058,25973
GO:0006434+seryl-tRNA aminoacylation	54938,6301
GO:0006435+threonyl-tRNA aminoacylation	123283,6897,80222
GO:0006436+tryptophanyl-tRNA aminoacylation	10352,7453
GO:0006437+tyrosyl-tRNA aminoacylation	8565
GO:0006438+valyl-tRNA aminoacylation	57176,7407
GO:0006446+regulation of translational initiation	10209,10289,10605,1653,1974,1975,1981,1982,1983,22916,2733,27335,3315,3646,440275,4528,4686,57409,64410,7458,8662,8667,8672,8846,8892,9669,9811
GO:0006448+regulation of translational elongation	2915,8846
GO:0006449+regulation of translational termination	2107,2733,55239,5976,9617
GO:0006450+regulation of translational fidelity	283459,51182,6193,79693,80755
GO:0006452+translational frameshifting	143244,1984,56648
